Auction Time,Auction Type,Auction Date and Time,Car Details,Car Status,Car Price,stock_No,Car Specifications,Car Condition Report,Image URLs
4:00 am,"National Government, Fleet & Lease Vehicle Auction",24/03/2025 10:00 AM,"#1 - CP: 11/2019,Kia,Cerato,BD MY20 S,Sedan,5 seats,4 doors",REFER,"$15,500",Stock #61852422,"label: Variant, value: BD MY20 S, Sedan, 5 Seats, 4 Doors
label: Odometer, value: 24,066 Kms. Showing on Odometer (approx)
label: Body, value: Sedan
label: Log Books, value: Partial Service History
label: Colour, value: White
label: Transmission, value: 6 Spd Sports Automatic
label: Engine, value: 4 cyl 2 Ltr
label: Fuel, value: Petrol - Unleaded ULP
label: Registration, value: No Registration
label: Fitted With, value: 12V Socket(s) - Auxiliary, 6 Speaker Stereo, ABS (Antilock Brakes), Adjustable Steering Col. - Tilt & Reach, Air Conditioning, Airbag - Driver, Airbag - Passenger, Airbags - Head for 1st Row Seats (Front), Airbags - Head for 2nd Row Seats, Airbags - Side for 1st Row Occupants (Front), Alarm, Armrest - Front Centre (Shared), Armrest - Rear Centre (Shared), Audio - Aux Input Socket (MP3/CD/Cassette), Audio - Aux Input USB Socket, Audio - Input for iPod, Audio - MP3 Decoder, Bluetooth System, Body Colour - Bumpers, Body Colour - Door Handles, Body Colour - Exterior Mirrors Partial, Bottle Holders - 1st Row, Bottle Holders - 2nd Row, Brake Assist, Brake Emergency Display - Hazard/Stoplights, Camera - Rear Vision, Central Locking - Once Mobile, Central Locking - Remote/Keyless, Chrome Exhaust Tip(s), Chrome Grille Surround, Clock - Digital, Collision Mitigation - Forward (High speed), Collision Mitigation - Forward (Low speed), Collision Warning - Forward, Control - Electronic Stability, Control - Park Distance Front, Control - Park Distance Rear, Control - Traction, Cruise Control, Cup Holders - 1st Row
label: Interior, value: Cloth/Black
label: Location, value: 54 Kingsgrove Road, Belmore, NSW, Australia
label: Variant, value: F61 Phase II, Van, 2 Seats, 5 Doors
label: Odometer, value: 41,234 Kms. Showing on Odometer (approx)
label: Body, value: Van
label: Log Books, value: Service Records
label: Colour, value: QNG - Mineral White (R)
label: Transmission, value: 6 Spd Sports Automatic Dual Clutch
label: Engine, value: 4 cyl 1.2 Ltr
label: Fuel, value: Petrol - Premium ULP
label: Registration, value: 1GJF712 expires 2025-06-06T00:00:00.000Z
label: Fitted With, value: 12V Socket(s) - Auxiliary, 2 Speaker Stereo, ABS (Antilock Brakes), Adjustable Steering Col. - Tilt only, Air Conditioning, Air Conditioning - Pollen Filter, Airbag - Driver, Airbag - Passenger, Airbag - Side Driver, Airbag - Side Front Passenger, Armrest - Front Centre (Shared), Audio - Aux Input Socket (MP3/CD/Cassette), Audio - Aux Input USB Socket, Audio - Controls on Steering Column, Audio - MP3 Decoder, Bluetooth System, Body Side Mouldings, Bottle Holders - 1st Row, Brake Assist, Brakes - Regenerative, Cargo Liner, Cargo Tie Down Hooks/Rings, CD Player, Central Locking - Once Mobile, Central Locking - Remote/Keyless, Control - Electronic Stability, Control - Park Distance Rear, Control - Traction, Cruise Control, Cup Holders - 1st Row, Disc Brakes Front Ventilated, Disc Brakes Rear Solid, Door - side sliding LHS(passenger side), Door - side sliding RHS(drivers side), Door Pockets - 1st row (Front), Engine Immobiliser, Fog Lamp/s - Rear, Footrest - Drivers, Hill Holder, Intermittent Wipers - Variable
label: Interior, value: Cloth/Black
label: Location, value: Corner Phoenix Road & Sudlow Road, Bibra Lake, WA, Australia
","Part: Carpet/Mat: Condition: Heavily Worn
Part: Vehicle Body: Condition: Minor Scratches All Over ,Paint Faded
Part: : Condition: 
Part: Bumper Bar (Rear): Condition: Scratches
Part: Canter Rail (Driver): Condition: Poor Previous Paint Repair
Part: Vehicle Body: Condition: Minor Paint Chips, Small Dents & Scratches Visible,Previous Paint Repairs Evident
Part: Service Book: Condition: Partial/Incomplete Service History
Part: Wheel (Front Passenger): Condition: Hub Cap Scuffed and Scraped
Part: Wheel (Rear Passenger): Condition: Hub Cap Scuffed and Scraped
Part: Door (Front Passenger): Condition: Dents ,Scrapes
Part: Door (Rear Driver): Condition: Bent Edge ,Previous Paint Repairs Evident
Part: Quarter Panel (Rear Driver): Condition: Poor Previous Panel Repair
Part: Variant: Condition: F61 Phase II, Van, 2 Seats, 5 Doors
Part: Odometer: Condition: 41,234 Kms. Showing on Odometer (approx)
Part: Body: Condition: Van
Part: Log Books: Condition: Service Records
Part: Colour: Condition: QNG - Mineral White (R)
Part: Transmission: Condition: 6 Spd Sports Automatic Dual Clutch
Part: Engine: Condition: 4 cyl 1.2 Ltr
Part: Fuel: Condition: Petrol - Premium ULP
Part: Registration: Condition: 1GJF712 expires 2025-06-06T00:00:00.000Z
Part: Fitted With: Condition: 12V Socket(s) - Auxiliary, 2 Speaker Stereo, ABS (Antilock Brakes), Adjustable Steering Col. - Tilt only, Air Conditioning, Air Conditioning - Pollen Filter, Airbag - Driver, Airbag - Passenger, Airbag - Side Driver, Airbag - Side Front Passenger, Armrest - Front Centre (Shared), Audio - Aux Input Socket (MP3/CD/Cassette), Audio - Aux Input USB Socket, Audio - Controls on Steering Column, Audio - MP3 Decoder, Bluetooth System, Body Side Mouldings, Bottle Holders - 1st Row, Brake Assist, Brakes - Regenerative, Cargo Liner, Cargo Tie Down Hooks/Rings, CD Player, Central Locking - Once Mobile, Central Locking - Remote/Keyless, Control - Electronic Stability, Control - Park Distance Rear, Control - Traction, Cruise Control, Cup Holders - 1st Row, Disc Brakes Front Ventilated, Disc Brakes Rear Solid, Door - side sliding LHS(passenger side), Door - side sliding RHS(drivers side), Door Pockets - 1st row (Front), Engine Immobiliser, Fog Lamp/s - Rear, Footrest - Drivers, Hill Holder, Intermittent Wipers - Variable
Part: Interior: Condition: Cloth/Black
Part: Location: Condition: Corner Phoenix Road & Sudlow Road, Bibra Lake, WA, Australia
","['https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741570217%2Fwom0lmonogntkjycoppi.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741570217%2Fz9lzrmeqvh1tg3crugew.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741570217%2Flcj6tnlwy1etmau8tjog.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741570217%2Flmglahkclhgf7yn8i4mp.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741570217%2Fpe6vlobykypsh5ikgtoc.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741570217%2Fsvkxvj5ppumf23sap0qa.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741570217%2Fjz3f0rorriguij4ylhzq.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741570217%2Fkp7w3jfzqog42jdiyr5p.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741570217%2Fpfcr4ephdsph1auzfzlh.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741570217%2Fy8jyinxfmibxde1fksl8.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741570217%2Fitbmy7h62blslvjgkz5c.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741570217%2Fn6ta6hwzgrx1xhjcry23.jpg']"
4:00 am,"National Government, Fleet & Lease Vehicle Auction",24/03/2025 10:00 AM,"#2 - CP: 11/2020,Holden,Commodore,ZB MY20 LT,Liftback,5 seats,5 doors",SOLD,"$14,900",Stock #61266769,"label: Variant, value: ZB MY20 LT, Liftback, 5 Seats, 5 Doors
label: Odometer, value: 60,792 Kms. Showing on Odometer (approx)
label: Body, value: Liftback
label: Log Books, value: Partial Service History
label: Colour, value: Silver
label: Transmission, value: 9 Spd Sports Automatic
label: Engine, value: 4 cyl 2 Ltr
label: Fuel, value: Petrol - Premium ULP
label: Registration, value: No Registration
label: Fitted With, value: 17"" Alloy Wheels, 7 Speaker Stereo, ABS (Antilock Brakes), Adjustable Steering Col. - Tilt & Reach, Air Cond. - Climate Control 2 Zone, Air Conditioning - Sensor for Humidity, Airbag - Driver, Airbag - Passenger, Airbag - Side Driver, Airbag - Side Front Passenger, Airbags - Head for 1st Row Seats (Front), Airbags - Head for 2nd Row Seats, Audio - Aux Input USB Socket, Audio - Input for iPod, Bluetooth System, Body Colour - Door Handles, Brake Assist, Camera - Rear Vision, Central Locking - Key Proximity, Central Locking - Remote/Keyless, Collision Mitigation - Forward (Low speed), Collision Warning - Forward, Control - Electronic Stability, Control - Park Distance Front, Control - Park Distance Rear, Control - Pedestrian Avoidance with Braking, Control - Traction, Cruise Control, Cup Holders - 1st Row, Disc Brakes Front Ventilated, Disc Brakes Rear Solid, Door Pockets - 1st row (Front), Door Pockets - 2nd row (rear), EBD (Electronic Brake Force Distribution), Electric Seat - Drivers, Engine - Stop Start System (When at idle), Engine Immobiliser, Exhaust System - Dual, Fog Lamp/s - Rear, Headlamps Automatic (light sensitive)
label: Interior, value: Cloth/Black
label: Location, value: 54 Kingsgrove Road, Belmore, NSW, Australia
label: Variant, value: F61 Phase II, Van, 2 Seats, 5 Doors
label: Odometer, value: 41,234 Kms. Showing on Odometer (approx)
label: Body, value: Van
label: Log Books, value: Service Records
label: Colour, value: QNG - Mineral White (R)
label: Transmission, value: 6 Spd Sports Automatic Dual Clutch
label: Engine, value: 4 cyl 1.2 Ltr
label: Fuel, value: Petrol - Premium ULP
label: Registration, value: 1GJF712 expires 2025-06-06T00:00:00.000Z
label: Fitted With, value: 12V Socket(s) - Auxiliary, 2 Speaker Stereo, ABS (Antilock Brakes), Adjustable Steering Col. - Tilt only, Air Conditioning, Air Conditioning - Pollen Filter, Airbag - Driver, Airbag - Passenger, Airbag - Side Driver, Airbag - Side Front Passenger, Armrest - Front Centre (Shared), Audio - Aux Input Socket (MP3/CD/Cassette), Audio - Aux Input USB Socket, Audio - Controls on Steering Column, Audio - MP3 Decoder, Bluetooth System, Body Side Mouldings, Bottle Holders - 1st Row, Brake Assist, Brakes - Regenerative, Cargo Liner, Cargo Tie Down Hooks/Rings, CD Player, Central Locking - Once Mobile, Central Locking - Remote/Keyless, Control - Electronic Stability, Control - Park Distance Rear, Control - Traction, Cruise Control, Cup Holders - 1st Row, Disc Brakes Front Ventilated, Disc Brakes Rear Solid, Door - side sliding LHS(passenger side), Door - side sliding RHS(drivers side), Door Pockets - 1st row (Front), Engine Immobiliser, Fog Lamp/s - Rear, Footrest - Drivers, Hill Holder, Intermittent Wipers - Variable
label: Interior, value: Cloth/Black
label: Location, value: Corner Phoenix Road & Sudlow Road, Bibra Lake, WA, Australia
","Part: Interior Door (Driver): Condition: Heavily Stained/Soiled/Scuffed
Part: : Condition: 
Part: Headlight (Driver): Condition: Light Globe Not Working
Part: Vehicle Body: Condition: Minor Paint Chips, Small Dents & Scratches Visible
Part: Wheel (Front Passenger): Condition: Alloy Wheel Scraped
Part: Wheel (Rear Driver): Condition: Alloy Wheel Scraped
Part: Wheel (Front Driver): Condition: Alloy Wheel Scraped
Part: Service Book: Condition: Missing 3 Or More Services
Part: Variant: Condition: F61 Phase II, Van, 2 Seats, 5 Doors
Part: Odometer: Condition: 41,234 Kms. Showing on Odometer (approx)
Part: Body: Condition: Van
Part: Log Books: Condition: Service Records
Part: Colour: Condition: QNG - Mineral White (R)
Part: Transmission: Condition: 6 Spd Sports Automatic Dual Clutch
Part: Engine: Condition: 4 cyl 1.2 Ltr
Part: Fuel: Condition: Petrol - Premium ULP
Part: Registration: Condition: 1GJF712 expires 2025-06-06T00:00:00.000Z
Part: Fitted With: Condition: 12V Socket(s) - Auxiliary, 2 Speaker Stereo, ABS (Antilock Brakes), Adjustable Steering Col. - Tilt only, Air Conditioning, Air Conditioning - Pollen Filter, Airbag - Driver, Airbag - Passenger, Airbag - Side Driver, Airbag - Side Front Passenger, Armrest - Front Centre (Shared), Audio - Aux Input Socket (MP3/CD/Cassette), Audio - Aux Input USB Socket, Audio - Controls on Steering Column, Audio - MP3 Decoder, Bluetooth System, Body Side Mouldings, Bottle Holders - 1st Row, Brake Assist, Brakes - Regenerative, Cargo Liner, Cargo Tie Down Hooks/Rings, CD Player, Central Locking - Once Mobile, Central Locking - Remote/Keyless, Control - Electronic Stability, Control - Park Distance Rear, Control - Traction, Cruise Control, Cup Holders - 1st Row, Disc Brakes Front Ventilated, Disc Brakes Rear Solid, Door - side sliding LHS(passenger side), Door - side sliding RHS(drivers side), Door Pockets - 1st row (Front), Engine Immobiliser, Fog Lamp/s - Rear, Footrest - Drivers, Hill Holder, Intermittent Wipers - Variable
Part: Interior: Condition: Cloth/Black
Part: Location: Condition: Corner Phoenix Road & Sudlow Road, Bibra Lake, WA, Australia
","['https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741666342%2Frlzxo7shdqkxgiakrvwr.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741666342%2Fbcgkdsvbkzayawknkyol.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741666342%2Fpwxromu5r1fhpwvcpcw6.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741666342%2Fux3iyvzeh8mo5cb2bdfh.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741666342%2Fhhtxeghpcz89voljtvso.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741666342%2Fhzxbcgrao9w1acygyl4v.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741666342%2Ferpchsldpc7bodlk6giw.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741666342%2Fjinqtnq9swtnc4bebk7q.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741666342%2Fqaaebwq2g3sbwhlitq7q.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741666342%2Fp0woz5rmhau4ogzpifkj.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741666342%2Fehqnczsvig0t8pbidn8j.jpg', 'https://au-size.velocicast.io/resize?w=360&u=https%3A%2F%2Fimages.pickles.com.au%2Fimage%2Fupload%2Fw_512%2Cc_fill%2Car_4%3A3%2Fc_scale%2Cg_south_east%2Cl_pickles-logo-white_mipoap%2Co_60%2Cw_0.5%2Cfl_relative%2Cx_0.02%2Cy_0.02%2Cfl_region_relative%2Fv1741666342%2Ftkkvd8qqrx5oqhy27coj.jpg']"
